source_target_gene,n_cells
CCNQ,42
CCP110,50
CCT2,56
CCT3,58
CCT4,65
CCT5,19
CCT6A,79
CCT7,61
CCT8,48
CD2BP2,62
CD3EAP,38
CD8B,190
CDAN1,41
CDC5L,71
CDC6,88
CDC7,30
CDC16,106
CDC20,15
CDC23,19
CDC26,28
CDC27,38
CDC37,13
CDC40,10
CDC42,38
CDC45,27
CDC73,61
CDC123,35
CDCA5,91
CDCA8,9
CDIPT,82
CDK1,86
CDK2,206
CDK6,198
CDK7,4
CDK9,32
CDK11A,82
CDK12,64
CDT1,106
CEBPG,12
CEBPZ,51
CENPA,161
CENPC,44
CENPE,34
CENPH,36
CENPI,28
CENPJ,51
CENPK,80
CENPN,78
CENPP,27
CENPT,316
CENPW,139
CEP68,84
CEP85,67
CEP97,63
CEP152,69
CEP192,57
CFDP1,106
CFL1,140
CHAF1A,31
CHAF1B,58
CHCHD1,74
CHCHD2,94
CHCHD3,44
CHCHD4,137
CHD4,132
CHEK1,56
CHERP,65
CHMP1A,20
CHMP2A,10
CHMP3,36
CHMP4B,10
CHMP5,72
CHMP6,107
CHMP7,68
CHORDC1,146
CHTF8,8
CHTF18,120
CHTOP,147
CIAO1,102
CIAPIN1,99
CINP,41
CKAP5,173
CLASRP,344
CLCC1,94
CLK2,78
CLNS1A,70
CLOCK,718
CLP1,27
CLPB,82
CLSPN,29
CLTC,50
CMC4,122
CMPK1,160
CMTR1,82
CMTR2,12
CNIH4,104
CNN2,236
CNOT1,99
CNOT2,67
CNOT3,59
CNOT9,33
CNOT10,91
CNOT11,69
COA5,135
COASY,63
COG1,66
COG2,40
COG3,15
COG4,66
COG6,96
COG8,20
COMTD1,142
COPA,30
COPB1,30
COPB2,31
COPE,17
COPG1,109
COPS2,49
COPS3,47
COPS4,51
COPS5,32
COPS6,55
COPS8,74
COPZ1,145
COQ2,195
COQ4,41
COQ5,78
COTL1,117
COX5A,193
COX5B,84
COX6C,132
COX7B,70
COX7C,176
COX10,167
COX11,116
COX15,48
COX17,80
CPAMD8,208
CPEB1,32
CPNE1,58
CPNE7,185
CPOX,48
CPSF1,50
CPSF2,28
CPSF3,188
CPSF4,32
CPSF6,27
CRCP,91
CRKL,37
CRLS1,51
CRNKL1,12
CS,105
CSDE1,57
CSE1L,276
CSH2,328
CSNK1A1,13
CSNK2B,78
CSTF1,119
CSTF3,67
CT45A5,112
CTBP2,97
CTCF,22
CTDP1,25
CTNNBL1,80
CTPS1,26
CTR9,41
CTU2,82
CUL1,73
CUL2,32
CUL3,102
CUL7,36
CWC15,74
CWC22,23
CWC25,31
CWF19L2,58
CXXC1,93
CYC1,92
CYCS,120
CYFIP1,27
CYP2A13,94
CYP4F11,90
CYREN,45
CYS1,177
DAD1,39
DAP3,142
DARS,32
DAXX,123
DBF4,87
DBR1,131
DCAF6,133
DCLRE1B,14
DCTN1,156
DCTN2,102
DCTN3,159
DCTN4,114
DCTN5,19
DCTN6,74
DCUN1D5,87
DDB1,125
DDN,266
DDOST,58
DDX1,135
DDX3X,24
DDX5,203
DDX6,22
DDX10,37
DDX11,95
DDX17,179
DDX18,14
DDX19A,400
DDX19B,369
DDX20,44
DDX21,28
DDX23,184
DDX24,20
DDX27,35
DDX41,32
DDX42,118
DDX46,225
DDX47,93
DDX49,6
DDX51,57
DDX52,35
DDX54,120
DDX55,78
DDX56,28
DDX59,49
DENR,79
DEPDC5,91
DERL2,147
DESI1,32
DGCR8,45
DHDDS,60
DHFR,63
DHODH,184
DHPS,77
DHX8,95
DHX9,89
DHX15,82
DHX16,73
DHX29,23
DHX30,161
DHX33,45
DHX36,72
DHX37,40
DICER1,94
DIMT1,36
DIS3,11
DKC1,27
DLD,76
DMAP1,43
DMRTA2,116
DNAAF3,319
DNAJA1,176
DNAJA3,158
DNAJC8,153
DNAJC9,22
DNAJC11,89
DNAJC17,73
DNAJC19,127
DNLZ,144
DNM1,319
DNM1L,99
DNM2,53
DNMT1,113
DNTTIP2,22
DOHH,120
DOLK,121
DONSON,25
DPAGT1,62
DPH1,239
DPH2,57
DPH3,63
DPH6,127
DPM2,89
DPPA2,89
DPY19L2,95
DPY19L4,188
DR1,39
DRAP1,148
DRG1,130
DROSHA,25
DSN1,40
DSTYK,269
DTL,49
DTYMK,107
DUT,55
DYNC1H1,35
DYNC1I2,60
DYNLL1,69
DYNLL2,219
DYNLRB1,242
E2F6,156
E4F1,51
EARS2,129
EBNA1BP2,43
ECD,53
ECT2,24
EDC4,96
EEF1A1,52
EEF1B2,87
EEF1G,61
EEF2,109
EEFSEC,35
EFR3A,219
EFTUD2,104
EGLN2,162
EHMT2,174
EIF1,165
EIF1AD,20
EIF1AX,62
EIF2B1,102
EIF2B2,148
EIF2B3,104
EIF2B4,67
EIF2B5,116
EIF2S1,83
EIF2S2,39
EIF2S3,70
EIF3A,62
EIF3B,123
EIF3CL,337
EIF3D,55
EIF3E,50
EIF3F,17
EIF3G,8
EIF3H,19
EIF3I,80
EIF3J,66
EIF3L,120
EIF3M,82
EIF4A1,51
EIF4A3,32
EIF4B,397
EIF4E,66
EIF4G1,77
EIF4G2,177
EIF4H,169
EIF5,33
EIF5A,65
EIF6,57
ELAC2,104
ELL,171
ELOB,134
ELOF1,154
ELOVL1,106
ELP2,74
ELP3,110
ELP4,28
ELP5,103
ELP6,84
EMC1,22
EMC3,153
EMC4,87
EMC7,140
EMG1,7
ENO1,112
ENY2,87
EP400,68
EPB41L2,129
EPRS,47
EPS8L1,640
ERAL1,129
ERCC2,97
ERCC3,30
ERH,34
ERVW-1,132
ESF1,94
ESPL1,26
ESPN,350
ESYT1,76
ESYT2,50
ETF1,94
ETV4,71
EWSR1,116
EXOC1,48
EXOC2,86
EXOC3,54
EXOC4,29
EXOC5,94
EXOC7,33
EXOC8,46
EXOSC1,48
EXOSC2,45
EXOSC3,60
EXOSC4,61
EXOSC5,64
EXOSC6,7
EXOSC7,47
EXOSC8,47
EXOSC9,28
EXOSC10,24
F8A1,85
FAF2,118
FAM32A,45
FAM50A,123
FAM72D,51
FAM102B,81
FAM133B,33
FAM136A,528
FAM207A,208
FAM229A,206
FARS2,29
FARSA,60
FARSB,34
FASN,73
FASTKD5,119
FAU,60
FBL,10
FBLIM1,197
FBRSL1,81
FBXL14,91
FBXO5,10
FBXO42,883
FBXW7,203
FCF1,19
FDPS,63
FDXR,116
FEN1,50
FGFR1OP,22
FIP1L1,13
FKBP9,44
FNBP4,116
FNTA,40
FNTB,140
FOLR3,219
FOXD4,117
FOXL2,80
FOXO1,65
FOXS1,88
FRG2,67
FTSJ3,45
FUNDC2,44
FXN,35
FYN,152
GAB2,782
GABPA,67
GABPB1,48
GAK,80
GAPDH,131
GAR1,32
GARS,120
GART,49
GATA1,64
GBF1,100
GCLC,198
GCOM1,169
GEMIN4,82
GEMIN5,95
GEMIN6,48
GEMIN7,12
GEMIN8,45
GET1,113
GET3,175
GFER,69
GFM1,1699
GFOD2,126
GGPS1,57
GINS1,44
GINS2,59
GINS3,24
GINS4,81
GIT2,52
GJA3,95
GLB1,45
GLE1,83
GLI4,62
GLMN,13
GLRX3,83
GLRX5,257
GMIP,140
GMPPB,101
GMPS,21
GNB1L,105
GNL2,57
GNL3,46
GNL3L,20
GNPAT,12
GNPNAT1,189
GOLGA6L1,121
GOLT1B,148
GON4L,122
GOSR2,25
GPKOW,42
GPN1,25
GPN2,38
GPN3,36
GPR61,51
GPS1,242
GPS2,127
GRB2,186
GRPEL1,101
GRSF1,133
GRWD1,71
GSDMA,114
GSK3B,95
GSPT1,50
GTF2A1,40
GTF2A2,63
GTF2B,22
GTF2E1,47
GTF2E2,280
GTF2F1,39
GTF2F2,64
GTF2H1,20
GTF2H2,49
GTF2H2C,22
GTF2H3,67
GTF2H4,57
GTF3A,37
GTF3C1,66
GTF3C2,80
GTF3C3,71
GTF3C4,942
GTF3C5,108
GTF3C6,138
GTPBP4,56
GUCD1,58
GUK1,138
GYG1,294
H2AFX,109
H2AFZ,274
H3F3A,137
HAMP,172
HAPLN2,67
HARS,87
HARS2,24
HAUS1,49
HAUS3,40
HAUS4,155
HAUS5,90
HAUS6,62
HAUS7,117
HAUS8,172
HBS1L,49
HCFC1,19
HCRTR1,67
HDAC3,59
HDAC7,95
HEATR1,13
HECTD1,86
HERC1,91
HEXIM1,50
HGS,46
HHEX,209
HINFP,10
HIPK1,70
HIRA,244
HIST1H2AB,50
HIST1H2AE,85
HIST1H2AI,29
HIST1H2BB,109
HIST1H2BC,239
HIST1H2BE,61
HIST1H2BJ,67
HIST1H2BL,106
HIST1H2BM,113
HIST1H2BN,86
HIST2H2AA3,45
HIST2H2AC,25
HIST2H2BE,111
HIST2H2BF,67
HIST2H3A,80
HIST2H3D,118
HJURP,120
HLA-C,67
HMBOX1,19
HMGA1,71
HMGB1,133
HMGB3,93
HMGCR,45
HMGCS1,259
HMGN2,47
HMX3,54
HNRNPA1,134
HNRNPC,51
HNRNPDL,14
HNRNPH1,174
HNRNPK,88
HNRNPL,112
HNRNPM,108
HNRNPR,53
HNRNPU,82
HOXA3,19
HOXC10,89
HPS5,39
HS6ST1,142
HSCB,237
HSD17B10,848
HSD17B12,335
HSF1,22
HSP90B1,144
HSPA5,75
HSPA8,148
HSPA9,113
HSPA14,105
HSPD1,42
HSPE1,102
HSPH1,26
HTATSF1,61
HUS1,230
HUWE1,77
HYOU1,65
HYPK,67
IARS,36
IARS2,86
ICE1,65
IFITM2,43
IFITM3,55
IGBP1,75
IK,465
ILF2,69
ILF3,33
IMP3,5
IMP4,18
IMPA2,41
IMPDH2,156
INCENP,4
INF2,117
ING3,134
INO80,42
INO80B,80
INO80C,151
INO80D,59
INO80E,81
INPPL1,110
INTS1,53
INTS2,70
INTS3,70
INTS4,50
INTS5,56
INTS6,31
INTS7,21
INTS8,153
INTS9,27
INTS10,91
INTS11,20
INTS12,140
INTS13,305
INTS14,355
IPO7,48
IPO9,117
IPO11,77
IPO13,75
IRF2BP2,105
ISCA2,146
ISCU,32
ISG20L2,25
IST1,187
ISY1,49
ITGB1BP1,45
IWS1,114
JAZF1,237
JMJD6,185
KANSL1,35
KANSL2,23
KANSL3,52
KARS,28
KAT5,34
KAT7,69
KAT8,56
KATNB1,70
KCMF1,48
KCNA10,72
KCTD10,100
KDM1A,186
KDM2A,74
KDM5C,104
KDM6A,213
KDM8,81
KEAP1,163
KIAA0586,52
KIAA1143,141
KIF4A,80
KIF11,15
KIF14,130
KIF18A,26
KIF18B,34
KIF20A,9
KIF23,11
KIN,40
KLC2,103
KLF7,48
KLHL11,120
KLHL17,117
KPNA6,37
KPNB1,210
KRI1,43
KRR1,16
KRT8,216
KRT10,201
KRT17,563
KRTAP4-2,96
KRTAP4-7,125
KTI12,131
KXD1,82
LAMB1,14
LAMTOR1,371
LAMTOR2,25
LAMTOR3,38
LAMTOR4,131
LARS,44
LARS2,128
LAS1L,42
LCE1C,102
LCE1E,105
LCN10,93
LDB1,81
LENG8,49
LEO1,31
LETM1,163
LIMS1,182
LIN52,31
LIN54,163
LMO2,268
LONP1,82
LPA,59
LPIN1,46
LRP5,107
LRPPRC,89
LRR1,51
LRRC37A3,155
LRRC37B,88
LSG1,61
LSM2,42
LSM3,54
LSM4,80
LSM5,85
LSM6,47
LSM7,67
LSM10,102
LSM11,15
LSM12,115
LST1,157
LTB4R2,126
LTBP3,234
LTBP4,117
LTV1,26
LUC7L3,14
LURAP1,46
LYRM4,20
LZTR1,207
MAD2L1,108
MAD2L2,234
MAGOH,116
MAK16,16
MALSU1,170
MANF,178
MAP2K7,7
MARS,32
MARS2,91
MASTL,28
MAT2A,160
MAU2,29
MAX,89
MBD3,203
MBIP,34
MBNL1,70
MBTPS1,190
MBTPS2,154
MCEE,23
MCL1,247
MCM2,42
MCM3,187
MCM3AP,72
MCM4,40
MCM5,60
MCM6,125
MCM7,47
MCM10,58
MCMBP,95
MCRS1,13
MDN1,29
MED1,56
MED4,76
MED6,26
MED7,26
MED8,40
MED9,25
MED10,17
MED11,33
MED12,60
MED14,99
MED16,45
MED17,7
MED18,35
MED19,201
MED20,29
MED21,22
MED22,29
MED24,35
MED26,15
MED27,11
MED28,6
MED29,30
MED30,17
MED31,9
MEF2A,24
MEIS3,114
MEMO1,77
MEN1,100
MEPCE,59
METAP1,56
METAP2,14
METTL1,105
METTL3,216
METTL14,76
METTL16,42
METTL17,118
METTL21A,106
METTL23,90
MEX3A,46
MFAP1,59
MFN2,224
MICOS10,184
MIER1,155
MIOS,131
MIPEP,82
MIS12,26
MIS18A,53
MIS18BP1,38
MKRN1,187
MLLT6,105
MLST8,94
MMGT1,107
MMP17,61
MMS19,89
MMS22L,33
MNAT1,82
MOB4,68
MOCS3,75
MOG,60
MOK,87
MON1A,175
MPG,39
MPHOSPH6,51
MPHOSPH10,29
MRGBP,33
MRM1,29
MRPL1,146
MRPL2,79
MRPL3,168
MRPL4,153
MRPL9,84
MRPL10,118
MRPL11,54
MRPL13,13
MRPL14,127
MRPL15,142
MRPL16,261
MRPL17,96
MRPL18,98
MRPL19,110
MRPL20,109
MRPL21,19
MRPL22,65
MRPL23,85
MRPL24,217
MRPL27,191
MRPL28,111
MRPL32,75
MRPL33,166
MRPL34,172
MRPL35,1491
MRPL36,1686
MRPL37,90
MRPL38,265
MRPL39,286
MRPL41,218
MRPL42,75
MRPL43,91
MRPL44,93
MRPL45,45
MRPL46,106
MRPL49,32
MRPL50,140
MRPL51,99
MRPL53,122
MRPL54,165
MRPL55,95
MRPS2,78
MRPS5,168
MRPS6,213
MRPS7,118
MRPS9,92
MRPS10,138
MRPS11,128
MRPS12,48
MRPS14,32
MRPS16,228
MRPS17,160
MRPS18A,93
MRPS18B,30
MRPS18C,65
MRPS21,251
MRPS22,72
MRPS23,102
MRPS24,81
MRPS25,137
MRPS26,128
MRPS27,137
MRPS28,103
MRPS30,118
MRPS31,69
MRPS33,94
MRPS34,70
MRPS35,104
MRTO4,26
MSL1,67
MSRB1,125
MST1,78
MSTO1,50
MT2A,59
MTBP,86
MTCP1,43
MTG2,215
MTHFD1,98
MTOR,102
MTPAP,84
MTREX,17
MTRNR2L1,28
MVD,72
MVK,422
MYB,66
MYBBP1A,31
MYBL2,894
MYC,86
MYCBP,23
MYO1H,140
MYSM1,108
MZF1,121
MZT1,47
N6AMT1,75
NAA10,61
NAA15,57
NAA20,98
NAA25,146
NAA30,135
NAA35,316
NAA38,90
NAA50,64
NACA,31
NAE1,53
NAF1,60
NAGLU,259
NANOG,73
NAPA,19
NAPG,226
NARS,75
NARS2,224
NASP,103
NAT10,3
NBAS,70
NBEAL1,170
NBPF3,83
NBPF12,1159
NBPF15,154
NCAPD2,123
NCAPD3,11
NCAPG,33
NCAPG2,43
NCAPH,36
NCAPH2,64
NCBP1,29
NCBP2,39
NCKAP1,82
NCL,94
NCOA4,106
NDC1,111
NDC80,100
NDOR1,64
NDUFA2,35
NDUFA3,181
NDUFA4,115
NDUFA6,110
NDUFA8,45
NDUFA11,120
NDUFAB1,76
NDUFAF3,105
NDUFAF5,16
NDUFAF7,20
NDUFB3,138
NDUFB4,166
NDUFB6,81
NDUFB7,106
NDUFB8,154
NDUFB10,97
NDUFS3,120
NDUFS5,109
NDUFV2,84
NEDD1,151
NEDD8,61
NEDD8-MDP1,51
NELFA,60
NELFB,153
NELFCD,113
NELFE,98
NEMF,79
NEPRO,15
NF1,64
NFATC2IP,150
NFKBIE,62
NFRKB,150
NFS1,56
NFYB,84
NFYC,121
NHLRC2,76
NHP2,48
NIFK,63
NIP7,20
NISCH,167
NKAP,83
NKAPD1,118
NKX6-1,38
NLE1,37
NMD3,42
NMT1,72
NOB1,27
NOC2L,11
NOC3L,45
NOC4L,25
NOL6,17
NOL7,60
NOL8,38
NOL9,19
NOL10,14
NOL11,30
NOL12,29
NOLC1,39
NOM1,59
NOMO1,69
NOMO3,115
NOP2,16
NOP9,39
NOP10,18
NOP14,37
NOP16,20
NOP56,93
NOP58,18
NOS1AP,79
NPAT,3
NPB,131
NPEPPS,161
NPLOC4,193
NPM1,44
NPM3,57
NR2C2AP,23
NRBP1,158
NRDE2,46
NRF1,54
NSA2,41
NSF,65
NSL1,51
NSMCE1,50
NSMCE2,75
NSRP1,43
NSUN4,124
NUB1,148
NUBP1,37
NUBP2,92
NUDC,57
NUDCD3,134
NUDT15,74
NUDT21,17
NUF2,62
NUFIP1,20
NUMA1,17
NUP35,65
NUP43,72
NUP54,80
NUP62,75
NUP85,77
NUP88,114
NUP93,2
NUP98,106
NUP107,143
NUP133,110
NUP153,113
NUP155,31
NUP160,63
NUP205,55
NUP214,74
NUS1,75
NUTF2,66
NVL,37
NXF1,196
OGFOD1,55
OGT,43
OIP5,136
OLFML3,135
OPA1,61
OR1D2,77
OR1E2,191
OR2A1,44
OR2T5,89
OR2T29,72
OR4F4,24
OR4K1,94
OR4N2,65
OR7A10,57
OR7A17,84
ORC1,57
ORC3,58
ORC4,165
ORC5,116
ORC6,37
OSBP,27
OSGEP,71
OSTC,35
OTOP1,162
OTX1,127
OVCA2,101
OXA1L,41
PABPC1,102
PABPC4,84
PABPN1,41
PAF1,75
PAFAH1B1,29
PAK1IP1,13
PALB2,37
PAM16,80
PARN,156
PARS2,292
PAXBP1,142
PC,134
PCBP1,205
PCBP2,344
PCF11,42
PCID2,170
PCM1,28
PCNA,56
PCNX3,176
PDAP1,41
PDCD2,32
PDCD5,140
PDCD6,119
PDCD6IP,213
PDCD7,34
PDCD11,51
PDHA1,27
PDPK1,43
PDRG1,29
PEF1,46
PELO,121
PELP1,72
PES1,37
PET117,155
PEX1,12
PEX19,69
PFDN1,59
PFDN2,40
PFDN4,100
PFDN5,48
PFDN6,31
PFN1,128
PGAM1,120
PGAM5,182
PGD,102
PGK1,112
PGPEP1,14
PGS1,96
PHAX,162
PHB,84
PHB2,78
PHF5A,47
PHF10,126
PHF12,52
PI4KA,69
PIAS1,67
PIAS4,86
PIGH,41
PIK3C3,72
PIK3R4,68
PIP4K2C,7
PITRM1,138
PKM,232
PKMYT1,95
PLA2G10,123
PLEKHN1,84
PLK1,36
PLK4,174
PLRG1,60
PMF1,338
PMPCA,67
PMPCB,196
PNISR,152
PNKP,58
PNN,88
PNO1,17
PNPT1,150
POGLUT3,784
POGZ,127
POLA1,53
POLA2,45
POLD1,92
POLD2,108
POLD3,48
POLE,38
POLE2,13
POLG,77
POLG2,92
POLL,47
POLR1A,11
POLR1B,11
POLR1C,233
POLR1D,23
POLR1E,74
POLR2A,10
POLR2B,33
POLR2C,22
POLR2D,82
POLR2E,87
POLR2F,85
POLR2G,15
POLR2H,18
POLR2I,174
POLR2K,25
POLR2L,16
POLR2M,173
POLR3A,14
POLR3B,34
POLR3C,45
POLR3D,31
POLR3E,43
POLR3F,40
POLR3H,52
POLR3K,23
POLRMT,212
POP1,34
POP4,42
POP5,41
POP7,65
POT1,13
POTEI,117
POU3F1,133
POU5F1B,225
PPA1,145
PPA2,81
PPAN,21
PPARGC1B,77
PPIA,119
PPIE,26
PPIH,38
PPIL1,156
PPIL2,37
PPIL4,87
PPME1,169
PPP1CA,177
PPP1CB,27
PPP1R2,82
PPP1R7,54
PPP1R8,145
PPP1R10,28
PPP1R11,47
PPP1R12A,52
PPP1R15B,61
PPP1R37,359
PPP2CA,107
PPP2CB,95
PPP2R1A,296
PPP2R3C,134
PPP4C,43
PPP4R2,74
PPP6C,1581
PPRC1,55
PPWD1,48
PPY,57
PRC1,54
PRDM4,108
PRDM8,30
PRDM10,54
PREB,22
PRELID1,43
PRELID3B,132
PRIM1,43
PRIM2,33
PRKCA,116
PRKRA,54
PRKRIP1,186
PRMT1,40
PRMT5,172
PRODH,296
PRORP,152
PRPF3,113
PRPF4,85
PRPF4B,32
PRPF6,62
PRPF8,89
PRPF18,61
PRPF19,96
PRPF31,156
PRPF38A,39
PRPF38B,9
PRPF39,185
PRPF40A,45
PRRC2A,155
PRSS50,150
PRXL2A,70
PSAT1,160
PSMA1,23
PSMA2,33
PSMA3,45
PSMA4,94
PSMA5,9
PSMA6,32
PSMA7,21
PSMB1,33
PSMB2,70
PSMB3,49
PSMB4,57
PSMB5,147
PSMB6,68
PSMB7,26
PSMC1,82
PSMC2,39
PSMC3,29
PSMC4,39
PSMC5,106
PSMC6,21
PSMD1,32
PSMD2,24
PSMD3,14
PSMD4,26
PSMD6,34
PSMD7,32
PSMD8,56
PSMD9,64
PSMD11,29
PSMD12,26
PSMD13,36
PSMD14,70
PSME1,102
PSME2,106
PSMG1,25
PSMG2,57
PSMG3,266
PSMG4,23
PSTK,287
PTBP1,43
PTCD1,71
PTCD3,25
PTEN,206
PTGR2,98
PTK2,85
PTMA,190
PTPMT1,103
PTPN1,98
PTPN11,175
PTPN23,33
PUF60,53
PUM1,82
PWP1,17
PWP2,14
PXN,150
PYROXD1,136
PYURF,15
QARS,80
QRSL1,199
RAB4A,181
RAB4B,230
RAB6A,91
RAB18,48
RABGGTA,190
RABGGTB,110
RAC1,43
RAC3,130
RACK1,13
RAD9A,149
RAD17,59
RAD21,42
RAD51,22
RAD51C,26
RAD51D,125
RAE1,20
RAMAC,61
RAN,69
RANBP2,43
RANGAP1,84
RARS,48
RARS2,135
RBBP4,55
RBBP5,78
RBBP6,26
RBBP8,29
RBM4,52
RBM8A,21
RBM10,136
RBM12,89
RBM14-RBM4,257
RBM15,213
RBM17,42
RBM19,19
RBM22,8
RBM25,36
RBM28,25
RBM33,98
RBM39,57
RBM42,49
RBM48,35
RBMX,29
RBMX2,105
RBMXL1,89
RBX1,79
RCC1,186
RCCD1,100
RCL1,38
RCOR1,81
RELL2,49
REV3L,56
REXO2,81
RFC1,56
RFC2,79
RFC3,61
RFC4,36
RFC5,44
RFFL,24
RFT1,95
RGP1,64
RGPD6,381
RHOQ,347
RHPN1,217
RINT1,72
RIOK1,47
RIOK2,13
RMI1,69
RNASEH2C,144
RNF4,52
RNF8,213
RNF14,184
RNF20,155
RNF31,21
RNF40,69
RNF103,75
RNF113A,59
RNF123,173
RNF168,55
RNGTT,46
RNMT,71
RNPC3,65
RNPS1,36
ROMO1,12
RPA1,71
RPA2,75
RPA3,110
RPAIN,27
RPAP1,37
RPAP2,11
RPAP3,39
RPE,57
RPF1,21
RPF2,8
RPIA,36
RPL3,30
RPL4,75
RPL5,58
RPL6,76
RPL7,122
RPL7A,8
RPL7L1,51
RPL8,69
RPL9,50
RPL10,78
RPL10A,95
RPL11,75
RPL12,81
RPL13,54
RPL13A,53
RPL14,43
RPL15,36
RPL17,60
RPL18,61
RPL18A,41
RPL19,25
RPL21,32
RPL23,110
RPL23A,50
RPL24,65
RPL26,55
RPL26L1,63
RPL27,11
RPL27A,47
RPL28,38
RPL29,34
RPL30,41
RPL31,44
RPL32,75
RPL34,37
RPL35,68
RPL35A,112
RPL36,80
RPL36A,51
RPL36AL,55
RPL37,42
RPL37A,75
RPL38,27
RPL39,45
RPL41,185
RPLP0,114
RPLP1,23
RPLP2,62
RPN1,70
RPN2,71
RPP14,43
RPP21,127
RPP30,45
RPP38,10
RPP40,19
RPRD1B,71
RPS2,52
RPS3,50
RPS3A,40
RPS4X,24
RPS5,16
RPS6,51
RPS7,38
RPS8,34
RPS9,35
RPS10,30
RPS10-NUDT3,45
RPS11,16
RPS12,31
RPS13,132
RPS14,68
RPS15,57
RPS15A,29
RPS16,5
RPS17,26
RPS18,41
RPS19,57
RPS19BP1,28
RPS20,29
RPS21,18
RPS23,28
RPS24,38
RPS25,16
RPS26,31
RPS27,56
RPS27A,69
RPS28,21
RPS29,135
RPSA,24
RPTOR,30
RPUSD3,112
RPUSD4,66
RRM1,67
RRM2,229
RRN3,44
RRP1,12
RRP7A,24
RRP9,30
RRP12,31
RRP15,25
RRS1,64
RSL1D1,228
RSL24D1,14
RSRC2,70
RTCB,65
RTEL1,305
RTF1,50
RTRAF,197
RTTN,102
RUVBL1,119
RUVBL2,64
S100A1,112
SACM1L,71
SAE1,95
SAMD4B,88
SAMM50,43
SAP18,17
SAP30BP,37
SAP130,36
SARNP,52
SARS,16
SARS2,109
SART1,105
SART3,240
SASS6,50
SBDS,87
SBNO1,172
SCAF1,73
