source_target_gene,n_cells
ISCU,58
ISG20L2,73
ISY1,30
JAZF1,209
JMJD6,193
KANSL1,51
KANSL2,158
KANSL3,187
KARS,59
KAT5,118
KAT8,287
KATNB1,178
KCMF1,154
KCNA10,147
KCTD10,76
KDM2A,117
KDM8,56
KIAA1143,198
KIF4A,129
KIF11,974
KIF14,118
KIF18A,47
KIF18B,122
KIF20A,96
KIF23,87
KIN,160
KLC2,127
KLF7,173
KLHL11,125
KPNA6,78
KPNB1,366
KRI1,52
KRR1,449
KRT8,347
KRT10,182
KRT17,85
KRTAP4-2,132
KRTAP4-7,168
KTI12,52
KXD1,101
LAMTOR2,66
LAMTOR3,40
LAMTOR4,136
LARS,100
LARS2,149
LAS1L,83
LCE1C,157
LCE1E,123
LCN10,81
LENG8,121
LETM1,124
LIMS1,287
LIN52,13
LIN54,306
LONP1,128
LPA,119
LRPPRC,110
LRR1,122
LRRC37A3,114
LRRC37B,109
LSG1,116
LSM2,357
LSM3,74
LSM4,84
LSM5,202
LSM6,461
LSM7,140
LSM10,135
LSM11,130
LSM12,63
LST1,149
LTB4R2,188
LTBP3,157
LTV1,318
LUC7L3,45
LURAP1,71
LYRM4,70
MAD2L1,154
MAD2L2,200
MAGOH,242
MAK16,213
MANF,142
MARS,89
MARS2,75
MASTL,112
MAT2A,52
MAU2,66
MAX,180
MBTPS1,68
MBTPS2,214
MCL1,86
MCM2,123
MCM3,124
MCM3AP,105
MCM4,87
MCM5,90
MCM6,102
MCM7,160
MCM10,219
MCMBP,145
MCRS1,71
MDN1,84
MED1,254
MED4,66
MED6,246
MED7,272
MED8,112
MED9,119
MED10,516
MED11,237
MED12,573
MED14,117
MED17,151
MED18,20
MED19,544
MED20,80
MED21,63
MED22,289
MED26,105
MED27,19
MED28,73
MED29,93
MED30,288
MED31,38
MEPCE,127
METAP1,102
METAP2,161
METTL1,208
METTL3,138
METTL14,121
METTL16,42
METTL17,122
METTL23,114
MEX3A,171
MFAP1,197
MFN2,135
MICOS10,87
MIOS,163
MIPEP,90
MIS12,82
MIS18A,129
MIS18BP1,107
MKRN1,160
MLST8,78
MMGT1,183
MMS19,129
MMS22L,57
MNAT1,85
MOB4,118
MOCS3,118
MOG,124
MOK,123
MPHOSPH10,43
MRGBP,74
MRPL1,165
MRPL2,147
MRPL3,175
MRPL4,125
MRPL9,121
MRPL10,102
MRPL13,87
MRPL14,211
MRPL15,46
MRPL16,85
MRPL17,99
MRPL18,180
MRPL19,192
MRPL20,120
MRPL21,14
MRPL22,96
MRPL24,193
MRPL27,102
MRPL28,52
MRPL32,67
MRPL33,150
MRPL34,27
MRPL35,171
MRPL36,189
MRPL37,116
MRPL38,155
MRPL39,154
MRPL41,69
MRPL43,95
MRPL44,73
MRPL45,179
MRPL49,40
MRPL50,171
MRPL51,111
MRPL53,153
MRPL54,142
MRPL55,170
MRPS2,109
MRPS5,73
MRPS6,152
MRPS7,123
MRPS9,76
MRPS10,121
MRPS11,95
MRPS12,55
MRPS14,92
MRPS16,41
MRPS18A,121
MRPS18B,59
MRPS21,146
MRPS22,165
MRPS23,119
MRPS24,145
MRPS25,99
MRPS26,120
MRPS27,81
MRPS28,158
MRPS31,107
MRPS34,141
MRPS35,201
MRTO4,83
MSRB1,205
MST1,134
MSTO1,100
MT2A,112
MTBP,191
MTG2,146
MTOR,101
MTPAP,90
MTRNR2L1,43
MVD,104
MVK,136
MYBBP1A,109
MYBL2,106
MYC,74
MYCBP,208
MYO1H,124
MZF1,128
MZT1,455
N6AMT1,138
NAA10,137
NAA15,128
NAA20,182
NAA25,176
NAA35,193
NAA38,368
NAA50,108
NACA,354
NAE1,88
NAF1,94
NAGLU,265
NANOG,125
NAPA,12
NAPG,62
NARS,172
NASP,184
NAT10,30
NBAS,107
NBEAL1,99
NBPF3,133
NBPF12,150
NBPF15,62
NCAPD2,48
NCAPD3,81
NCAPG,79
NCAPG2,84
NCAPH,68
NCAPH2,143
NCBP1,60
NCBP2,992
NCKAP1,70
NCL,298
NCOA4,134
NDC1,39
NDC80,214
NDOR1,42
NDUFA2,187
NDUFA4,86
NDUFA6,169
NDUFA8,109
NDUFA11,80
NDUFAB1,160
NDUFAF3,81
NDUFAF7,18
NDUFB3,141
NDUFB4,166
NDUFB6,190
NDUFB7,74
NDUFB8,193
NDUFB10,154
NDUFS3,112
NDUFS5,195
NEDD1,142
NEDD8,197
NELFA,89
NELFB,140
NELFCD,201
NELFE,74
NEMF,63
NEPRO,42
NFATC2IP,118
NFKBIE,51
NFRKB,228
NFS1,82
NFYB,28
NFYC,23
NHLRC2,91
NHP2,66
NIFK,240
NIP7,279
NISCH,144
NKAP,123
NLE1,413
NMD3,64
NMT1,25
NOB1,53
NOC2L,28
NOC3L,83
NOC4L,34
NOL6,114
NOL7,73
NOL8,79
NOL9,33
NOL10,25
NOL11,271
NOL12,93
NOLC1,119
NOM1,80
NOMO3,191
NOP2,58
NOP9,78
NOP10,147
NOP14,47
NOP16,149
NOP56,99
NOP58,55
NOS1AP,54
NPAT,21
NPB,196
NPEPPS,153
NPLOC4,60
NPM1,27
NPM3,62
NR2C2AP,86
NRBP1,63
NRDE2,504
NRF1,71
NSA2,114
NSF,165
NSL1,72
NSMCE1,61
NSMCE2,118
NSRP1,237
NSUN4,156
NUBP1,152
NUBP2,153
NUDC,117
NUDCD3,112
NUDT21,67
NUF2,503
NUFIP1,63
NUMA1,284
NUP35,64
NUP43,29
NUP54,291
NUP62,99
NUP85,111
NUP88,36
NUP93,159
NUP98,510
NUP107,316
NUP133,79
NUP153,86
NUP155,7
NUP160,291
NUP205,735
NUP214,132
NUS1,125
NUTF2,67
NVL,110
NXF1,251
OGFOD1,114
OGT,31
OIP5,137
OLFML3,173
OPA1,60
OR1D2,125
OR1E2,32
OR2A1,188
OR2T5,106
OR2T29,103
OR4F4,66
OR4K1,19
OR4N2,118
OR7A10,38
OR7A17,108
ORC1,530
ORC3,181
ORC4,95
ORC5,89
ORC6,81
OSBP,65
OSGEP,70
OSTC,235
OTOP1,105
OTX1,108
OVCA2,76
OXA1L,344
PABPC1,19
PABPN1,148
PAF1,238
PAFAH1B1,126
PAK1IP1,21
PALB2,97
PAM16,56
PARN,123
PARS2,66
PAXBP1,129
PC,225
PCBP1,108
PCBP2,172
PCF11,499
PCID2,307
PCNA,132
PDAP1,50
PDCD2,74
PDCD5,194
PDCD6,203
PDCD6IP,257
PDCD7,99
PDCD11,98
PDPK1,80
PDRG1,116
PEF1,48
PELO,286
PELP1,69
PES1,65
PET117,83
PEX1,53
PFDN1,34
PFDN2,86
PFDN4,34
PFDN5,110
PFDN6,115
PFN1,259
PGAM1,160
PGD,115
PGK1,33
PGPEP1,52
PGS1,104
PHAX,412
PHB,256
PHB2,415
PHF5A,231
PHF12,110
PI4KA,109
PIAS4,206
PIGH,85
PIK3C3,115
PIK3R4,77
PKM,149
PKMYT1,92
PLA2G10,202
PLEKHN1,104
PLK1,60
PLK4,32
PLRG1,94
PMF1,265
PMPCA,140
PMPCB,553
PNISR,196
PNKP,185
PNN,86
PNO1,134
PNPT1,131
POGZ,38
POLA1,230
POLA2,234
POLD1,212
POLD2,78
POLD3,68
POLE,168
POLE2,56
POLG2,156
POLR1A,127
POLR1B,181
POLR1C,187
POLR1E,209
POLR2A,410
POLR2B,320
POLR2C,185
POLR2D,281
POLR2E,225
POLR2F,337
POLR2G,155
POLR2H,102
POLR2I,223
POLR2K,22
POLR2L,62
POLR3A,6
POLR3B,113
POLR3C,175
POLR3D,118
POLR3E,221
POLR3F,165
POLR3H,109
POLR3K,108
POLRMT,214
POP1,84
POP4,128
POP5,56
POP7,218
POT1,5
POTEI,126
POU5F1B,81
PPA1,143
PPA2,64
PPAN,103
PPARGC1B,142
PPIA,158
PPIE,46
PPIH,114
PPIL1,24
PPIL2,130
PPIL4,74
PPME1,222
PPP1CA,248
PPP1CB,160
PPP1R2,80
PPP1R7,63
PPP1R8,69
PPP1R10,7
PPP1R11,77
PPP1R12A,179
PPP1R15B,135
PPP2CA,184
PPP2R1A,455
PPP2R3C,52
PPP4C,171
PPP4R2,187
PPP6C,114
PPRC1,122
PPWD1,24
PPY,10
PRC1,187
PRDM10,14
PREB,40
PRELID1,152
PRELID3B,273
PRIM1,181
PRIM2,156
PRKRA,78
PRKRIP1,182
PRMT1,58
PRMT5,127
PRODH,379
PRORP,42
PRPF3,143
PRPF4,117
PRPF4B,208
PRPF6,232
PRPF8,150
PRPF18,268
PRPF19,112
PRPF31,27
PRPF38A,19
PRPF38B,29
PRPF40A,118
PRRC2A,89
PSAT1,72
PSMA1,170
PSMA2,64
PSMA3,372
PSMA4,388
PSMA5,25
PSMA6,40
PSMA7,41
PSMB1,143
PSMB2,53
PSMB3,31
PSMB4,101
PSMB5,270
PSMB6,200
PSMB7,404
PSMC1,316
PSMC2,432
PSMC3,41
PSMC4,242
PSMC5,17
PSMC6,151
PSMD1,281
PSMD2,63
PSMD3,64
PSMD4,352
PSMD6,555
PSMD7,373
PSMD8,22
PSMD9,94
PSMD11,80
PSMD12,265
PSMD13,122
PSMD14,10
PSME1,121
PSME2,151
PSMG1,109
PSMG2,164
PSMG3,439
PSMG4,62
PSTK,379
PTBP1,152
PTCD1,267
PTCD3,65
PTK2,144
PTMA,152
PTPMT1,183
PTPN23,140
PUF60,89
PWP1,69
PWP2,51
PXN,161
PYROXD1,100
QARS,400
QRSL1,126
RAB4A,303
RAB6A,59
RAB18,43
RABGGTA,116
RABGGTB,169
RAC1,194
RAC3,220
RACGAP1,175
RAD9A,41
RAD17,129
RAD21,117
RAD51,241
RAD51C,65
RAD51D,142
RAE1,59
RAN,193
RANBP2,85
RANGAP1,130
RARS,404
RARS2,148
RBBP4,90
RBBP5,23
RBBP6,86
RBBP8,117
RBM4,221
RBM8A,39
RBM10,130
RBM14,228
RBM17,76
RBM19,43
RBM22,5
RBM25,70
RBM28,68
RBM39,79
RBM42,79
RBM48,55
RBMX,147
RBMX2,244
RBMXL1,60
RBX1,57
RCC1,226
RCL1,106
RCOR1,35
REV3L,101
REXO2,79
RFC1,149
RFC2,97
RFC3,229
RFC4,72
RFC5,111
RFFL,7
RFT1,121
RGP1,130
RGPD6,202
RHOQ,185
RHPN1,225
RINT1,145
RIOK1,326
RIOK2,174
RMI1,203
RNASEH2C,102
RNF4,32
RNF8,176
RNF14,240
RNF20,124
RNF40,198
RNF103,111
RNF113A,176
RNF123,111
RNF168,61
RNGTT,115
RNMT,114
RNPC3,74
RNPS1,131
ROMO1,87
RPA1,469
RPA2,225
RPA3,208
RPAIN,108
RPAP1,91
RPAP2,398
RPAP3,18
RPE,118
RPF1,125
RPF2,68
RPL3,1996
RPL4,345
RPL5,200
RPL6,273
RPL7,301
RPL7A,10
RPL7L1,30
RPL8,384
RPL9,242
RPL10,276
RPL10A,257
RPL11,387
RPL12,255
RPL13,337
RPL13A,158
RPL14,220
RPL15,168
RPL17,149
RPL18,308
RPL18A,65
RPL19,238
RPL21,262
RPL23,398
RPL23A,99
RPL24,460
RPL26,209
RPL26L1,148
RPL27,38
RPL27A,202
RPL28,50
RPL29,88
RPL30,365
RPL31,294
RPL32,208
RPL34,330
RPL35,46
RPL35A,137
RPL36,204
RPL36A,84
RPL36AL,152
RPL37,382
RPL37A,386
RPL38,184
RPL39,37
RPL41,47
RPLP0,184
RPLP1,117
RPLP2,222
RPN1,52
RPN2,105
RPP14,56
RPP21,60
RPP30,101
RPP38,56
RPP40,78
RPS2,53
RPS3,276
RPS3A,160
RPS4X,180
RPS5,144
RPS6,178
RPS7,265
RPS8,22
RPS9,276
RPS10,106
RPS10-NUDT3,164
RPS11,268
RPS12,485
RPS13,135
RPS14,181
RPS15,26
RPS15A,314
RPS16,57
RPS17,223
RPS18,122
RPS19,422
RPS19BP1,54
RPS20,273
RPS21,75
RPS23,114
RPS24,243
RPS25,40
RPS26,87
RPS27,174
RPS27A,97
RPS28,309
RPS29,403
RPSA,224
RPTOR,82
RPUSD3,164
RPUSD4,126
RRM1,103
RRM2,577
RRN3,39
RRP1,109
RRP7A,46
RRP9,110
RRP12,204
RRP15,32
RRS1,72
RSL1D1,211
RSL24D1,179
RSRC2,98
RTCB,171
RTEL1,140
RTF1,62
RTTN,125
RUVBL1,211
RUVBL2,14
SACM1L,193
SAE1,121
SAMM50,102
SAP18,57
SAP30BP,40
SAP130,113
SARNP,93
SARS,28
SARS2,163
SART1,306
SART3,154
SASS6,68
SBDS,95
SBNO1,183
SCAF1,174
SCAP,140
SCD,24
SCFD1,152
SCNM1,101
SDAD1,240
SDC1,170
SDE2,151
SDHA,62
SDHAF2,126
SDHC,104
SDHD,45
SEC13,56
SEC16A,153
SEC61A1,180
SEC61B,84
SEC61G,98
SEC62,5
SEC63,78
SEH1L,60
SEM1,88
SENP6,94
SEPHS2,158
SEPSECS,82
SERBP1,109
SET,17
SETD1A,69
SETD2,109
SETDB1,124
SF1,47
SF3A1,332
SF3A2,321
SF3A3,25
SF3B1,165
SF3B2,500
SF3B3,381
SF3B4,238
SF3B5,84
SFPQ,303
SFSWAP,172
SGPP1,159
SHQ1,94
SIGLEC14,97
SIN3A,307
SKA1,68
SKA3,116
SKP1,66
SKP2,202
SLBP,83
SLC1A5,490
SLC4A5,226
SLC7A5,378
SLC7A6OS,38
SLC9B1,74
SLC16A5,179
SLC25A3,114
SLC25A10,303
SLC25A26,36
SLC35B1,70
SLC35G6,163
SLC39A7,131
SLC39A9,752
SLC39A10,153
SLU7,225
SMAGP,117
SMARCB1,182
SMARCE1,31
SMC1A,180
SMC2,134
SMC3,54
SMC4,340
SMC5,121
SMC6,125
SMG1,35
SMG5,83
SMG6,54
SMN2,319
SMNDC1,15
SMU1,155
SMUG1,71
SNAPC1,96
SNAPC2,72
SNAPC3,212
SNAPC4,104
SNAPC5,102
SNF8,132
SNIP1,45
SNRNP25,135
SNRNP27,47
SNRNP35,168
SNRNP40,210
SNRNP48,191
SNRNP70,129
SNRNP200,169
SNRPA1,159
SNRPB,269
SNRPC,34
SNRPD1,146
SNRPD2,19
SNRPD3,182
SNRPE,184
SNRPF,130
SNRPG,402
SNUPN,139
SNW1,226
SNX15,637
SOD1,165
SOD2,198
SON,515
SP2,118
SPATA5,70
SPATA5L1,150
SPC24,98
SPC25,199
SPCS2,122
SPCS3,167
SPDL1,88
SPDYE2,182
SPRTN,139
SPTLC1,28
SPTSSA,124
SRBD1,150
SRCAP,194
SRF,123
SRFBP1,76
SRP9,168
SRP14,132
SRP19,124
SRP54,81
SRP68,171
SRP72,224
SRPRB,164
SRRM1,180
SRRM2,173
SRRT,307
SRSF1,159
SRSF2,69
SRSF3,29
SRSF6,231
SRSF7,118
SRSF10,133
SRSF11,437
SS18L2,144
SSBP1,119
SSBP3,107
SSRP1,562
SSU72,85
SSX4,101
STARD7,117
STAT5A,204
STIL,171
STRAP,106
STRIP1,107
STX5,51
STX18,86
SUGP1,149
SUGT1,107
SUMO2,63
SUPT4H1,74
SUPT5H,406
SUPT6H,288
SUPT16H,93
SUPV3L1,80
SURF6,130
SYF2,86
SYMPK,89
SYS1,59
TACC3,132
TADA2A,39
TADA3,150
TAF1,97
TAF1B,94
TAF1C,134
TAF1D,141
TAF2,144
TAF5,35
TAF6,113
TAF7,94
TAF8,110
TAF10,39
TAF12,67
TAMM41,120
TANGO6,95
TARDBP,169
TARS,132
TARS2,74
TBC1D3,32
TBC1D28,78
TBCA,179
TBCB,102
TBCC,141
TBCD,28
TBCE,129
TBL3,75
TBP,151
TCERG1,105
TCOF1,97
TCP1,67
TDGF1,106
TEAD3,267
TEFM,203
TELO2,74
TEN1,86
TERF1,83
TERF2,50
TEX10,162
TFAM,82
TFB2M,162
TFDP1,163
TFIP11,61
TFRC,57
TGS1,161
THAP1,110
THAP11,63
THG1L,43
THOC1,38
THOC2,190
THOC3,147
THOC5,32
THOC6,116
THOC7,132
TICRR,157
TIGD1,59
TIMELESS,64
TIMM8A,162
TIMM9,201
TIMM10,54
TIMM13,178
TIMM22,78
TIMM23B,498
TIMM44,45
TINF2,76
TIPIN,109
TKT,202
TLCD1,155
TLN1,87
TM7SF2,100
TMA16,172
TMED2,137
TMEM127,132
TMEM199,99
TMEM240,176
TMEM258,193
TMSB10,228
TMX2,109
TNNT2,28
TNPO3,100
TOE1,146
TOMM20,111
TOMM22,104
