source_target_gene,n_cells
B3GNT2,163
B3GNT5,62
B3GNTL1,217
B4GALNT1,39
B4GALNT4,304
B4GALT1,140
B4GALT2,219
B4GALT3,173
B4GALT4,287
B4GALT5,179
B4GALT7,146
B9D1,182
B9D2,94
BABAM1,171
BABAM2,112
BACH1,192
BACH2,318
BAD,361
BAG1,196
BAG2,93
BAG3,333
BAG4,161
BAG5,78
BAG6,199
BAHCC1,256
BAHD1,316
BAIAP2,363
BAIAP2L1,193
BAK1,92
BAMBI,107
BANF1,287
BANP,238
BAP1,371
BARD1,328
BARHL1,120
BARHL2,193
BARX1,119
BARX2,135
BATF,235
BATF2,196
BATF3,194
BAX,382
BAZ1A,202
BAZ1B,224
BAZ2A,341
BAZ2B,389
BBC3,145
BBIP1,231
BBS1,142
BBS2,318
BBS4,233
BBS7,276
BBX,196
BCAP29,54
BCAP31,211
BCAR1,535
BCAS2,119
BCAT1,165
BCAT2,126
BCCIP,52
BCKDHA,266
BCKDHB,114
BCKDK,293
BCL2L1,375
BCL2L2,186
BCL2L11,252
BCL2L12,121
BCL2L13,198
BCL6,155
BCL6B,149
BCL7A,220
BCL7B,46
BCL7C,119
BCL10,236
BCL11A,138
BCL11B,152
BCLAF1,144
BCOR,225
BCORL1,212
BCR,261
BCS1L,209
BDH2,141
BDP1,184
BECN1,130
BEND6,186
BEST1,529
BET1,94
BET1L,311
BEX2,179
BEX4,79
BFAR,218
BGLAP,91
BHLHA9,300
BHLHA15,161
BHLHE22,212
BHLHE23,218
BHLHE40,424
BHLHE41,93
BICD1,340
BICD2,312
BID,185
BIN3,223
BIRC2,270
BIRC5,41
BIRC6,230
BIVM,320
BLCAP,231
BLM,106
BLMH,311
BLOC1S1,76
BLOC1S2,70
BLOC1S3,412
BLOC1S4,131
BLOC1S5,304
BLOC1S6,157
BLVRA,264
BLVRB,267
BLZF1,278
BMI1,220
BMP1,157
BMP2K,80
BMPR2,197
BMS1,23
BNC1,130
BNC2,136
BNIP1,170
BNIP2,292
BNIP3,135
BNIP3L,575
BOD1,126
BOD1L1,434
BOLA1,323
BOLA2,307
BOLA3,216
BOP1,492
BORA,63
BPGM,167
BPHL,31
BPNT1,133
BPTF,104
BRAF,161
BRAP,198
BRAT1,395
BRCA1,197
BRCA2,360
BRCC3,373
BRD1,246
BRD2,169
BRD3,227
BRD4,239
BRD7,115
BRD8,127
BRD9,76
BRF1,269
BRF2,376
BRI3,146
BRI3BP,386
BRIP1,308
BRIX1,116
BRK1,391
BRMS1,101
BRMS1L,128
BROX,72
BRPF1,230
BRPF3,166
BRWD1,189
BRWD3,80
BSCL2,362
BSDC1,74
BSG,226
BST2,77
BSX,275
BTAF1,161
BTBD1,159
BTBD2,213
BTBD3,123
BTBD7,139
BTBD10,242
BTF3,83
BTF3L4,340
BTG1,342
BTG2,163
BTG3,177
BTK,175
BTN2A1,70
BTN2A2,60
BTN3A2,101
BTNL9,285
BUB1,676
BUB1B,234
BUB3,278
BUD13,122
BUD23,73
BUD31,52
BYSL,120
BZW1,138
BZW2,274
C1D,361
C1GALT1,52
C1GALT1C1,195
C1QBP,306
C1QTNF4,446
C1RL,210
C1orf35,217
C1orf43,130
C1orf50,246
C1orf52,352
C1orf53,234
C1orf56,91
C1orf61,454
C1orf109,561
C1orf112,267
C1orf122,64
C1orf131,51
C1orf159,199
C1orf174,281
C1orf198,350
C1orf216,206
C2CD2,73
C2CD2L,295
C2CD3,26
C2orf42,245
C2orf49,201
C2orf68,24
C2orf69,227
C2orf76,207
C2orf88,237
C3orf33,62
C3orf38,249
C4orf3,151
C4orf33,235
C4orf36,291
C4orf46,151
C4orf48,131
C5orf15,231
C5orf22,208
C5orf24,112
C5orf30,279
C5orf34,101
C5orf51,85
C6orf15,389
C6orf47,118
C6orf52,232
C6orf62,340
C6orf89,253
C6orf120,213
C6orf136,242
C7orf26,205
C7orf50,194
C8orf33,225
C8orf44,128
C8orf76,115
C8orf82,232
C9orf16,561
C9orf40,144
C9orf64,188
C9orf78,424
C9orf85,243
C10orf88,73
C11orf1,171
C11orf24,193
C11orf49,206
C11orf54,133
C11orf58,283
C11orf68,229
C11orf71,123
C11orf74,17
C11orf80,164
C11orf95,217
C11orf96,266
C12orf4,258
C12orf29,352
C12orf43,111
C12orf45,108
C12orf49,88
C12orf57,113
C12orf60,40
C12orf65,105
C12orf73,120
C12orf76,165
C14orf93,399
C14orf119,157
C14orf178,87
C15orf39,124
C15orf40,254
C15orf41,181
C15orf61,183
C16orf58,53
C16orf70,379
C16orf72,338
C16orf86,489
C16orf87,261
C16orf91,311
C16orf95,125
C17orf49,208
C17orf53,168
C17orf58,95
C17orf75,363
C17orf80,164
C17orf99,159
C18orf21,57
C18orf25,313
C18orf32,32
C19orf12,196
C19orf25,332
C19orf47,283
C19orf48,126
C19orf53,363
C19orf54,181
C19orf73,101
C19orf81,192
C20orf27,162
C20orf96,139
C20orf203,151
C21orf58,306
C21orf91,194
C22orf39,445
C22orf46,113
CA5A,482
CA8,238
CA11,376
CAAP1,15
CAB39,349
CAB39L,327
CABIN1,276
CACNB3,911
CACTIN,46
CACUL1,228
CACYBP,246
CAD,58
CADM4,845
CALB1,159
CALCOCO1,50
CALCOCO2,434
CALM1,317
CALM2,212
CALM3,74
CALML4,213
CALR,190
CALU,163
CAMK1,253
CAMK2G,254
CAMKK2,16
CAMKMT,298
CAMLG,155
CAMSAP1,133
CAMTA1,173
CAMTA2,166
CAND1,59
CANT1,62
CANX,377
CAP1,69
CAPG,281
CAPN1,29
CAPN2,148
CAPN7,267
CAPN10,241
CAPN15,86
CAPNS1,235
CAPRIN1,44
CAPZA1,226
CAPZA2,88
CAPZB,65
CARD8,339
CARD9,136
CARD11,282
CARF,85
CARHSP1,86
CARM1,156
CARMIL1,24
CARS,28
CARS2,197
CASC3,244
CASC4,53
CASP2,156
CASP3,234
CASP6,372
CASP7,308
CASP8,178
CASP8AP2,211
CASP9,71
CASP10,63
CASS4,185
CAST,137
CASZ1,146
CAT,220
CAV2,283
CAVIN1,259
CBFA2T2,120
CBFA2T3,305
CBFB,153
CBL,206
CBLL1,236
CBLL2,42
CBLN1,352
CBR1,216
CBR4,206
CBS,229
CBWD1,195
CBX1,309
CBX2,188
CBX3,32
CBX4,285
CBX5,171
CBX6,102
CBX8,159
CBY1,294
CC2D1A,220
CC2D1B,223
CCAR1,167
CCAR2,392
CCDC6,252
CCDC8,179
CCDC9,182
CCDC12,311
CCDC14,185
CCDC17,42
CCDC18,154
CCDC22,124
CCDC25,158
CCDC28A,296
CCDC28B,263
CCDC32,161
CCDC34,136
CCDC43,79
CCDC47,173
CCDC50,168
CCDC51,171
CCDC57,302
CCDC58,73
CCDC59,186
CCDC61,208
CCDC66,205
CCDC69,46
CCDC71,157
CCDC71L,211
CCDC74A,237
CCDC77,320
CCDC78,212
CCDC82,225
CCDC84,48
CCDC85B,137
CCDC85C,169
CCDC86,132
CCDC88A,163
CCDC88B,157
CCDC88C,226
CCDC90B,41
CCDC91,210
CCDC92,265
CCDC93,196
CCDC97,116
CCDC106,366
CCDC107,203
CCDC112,91
CCDC115,346
CCDC116,167
CCDC117,186
CCDC124,554
CCDC125,215
CCDC127,83
CCDC130,276
CCDC136,290
CCDC137,280
CCDC138,287
CCDC142,204
CCDC144A,294
CCDC144NL,148
CCDC150,168
CCDC167,155
CCDC169,218
CCDC169-SOHLH2,229
CCDC174,98
CCHCR1,132
CCM2,243
CCNA2,54
CCNB1,445
CCNB1IP1,183
CCNB2,65
CCNC,237
CCND1,312
CCND2,162
CCND3,138
CCNDBP1,62
CCNE1,181
CCNE2,81
CCNF,309
CCNG1,139
CCNH,96
CCNI,69
CCNJ,44
CCNK,746
CCNL1,427
CCNL2,168
CCNO,176
CCNQ,151
CCNT1,168
CCNT2,310
CCNY,329
CCP110,66
CCPG1,302
CCR10,214
CCS,137
CCSAP,187
CCSER2,163
CCT2,60
CCT3,82
CCT4,115
CCT5,50
CCT6A,96
CCT7,49
CCT8,79
CCZ1,269
CCZ1B,164
CD2AP,133
CD2BP2,371
CD3D,200
CD3EAP,119
CD7,110
CD8B,209
CD9,167
CD24,253
CD33,298
CD46,88
CD47,189
CD52,128
CD53,99
CD55,284
CD58,220
CD59,321
CD63,256
CD68,174
CD69,122
CD81,275
CD99,115
CD99L2,18
CD151,232
CD164,295
CD226,80
CD276,183
CD320,148
CDADC1,177
CDAN1,167
CDC5L,33
CDC6,117
CDC7,235
CDC14A,219
CDC14B,266
CDC16,80
CDC20,126
CDC23,31
CDC25A,215
CDC25B,112
CDC25C,143
CDC26,13
CDC27,340
CDC34,242
CDC37,373
CDC40,58
CDC42,124
CDC42BPA,235
CDC42BPB,102
CDC42EP1,244
CDC42EP4,158
CDC42SE1,130
CDC42SE2,143
CDC45,164
CDC73,102
CDC123,249
CDCA2,128
CDCA3,91
CDCA4,122
CDCA5,123
CDCA7,250
CDCA7L,101
CDCA8,96
CDIPT,470
CDK1,244
CDK2,235
CDK2AP1,364
CDK2AP2,142
CDK4,105
CDK5,204
CDK5RAP1,143
CDK5RAP2,113
CDK5RAP3,243
CDK6,349
CDK7,30
CDK8,181
CDK9,337
CDK10,105
CDK11A,432
CDK11B,94
CDK12,58
CDK13,209
CDK16,189
CDK17,104
CDK19,115
CDKAL1,227
CDKL1,152
CDKN1B,222
CDKN1C,153
CDKN2AIP,235
CDKN2AIPNL,149
CDKN2C,306
CDKN2D,239
CDKN3,100
CDPF1,393
CDR2,210
CDR2L,43
CDS2,73
CDT1,16
CDV3,65
CDX1,171
CDX2,319
CDX4,160
CDYL,124
CEBPA,89
CEBPB,172
CEBPD,179
CEBPE,166
CEBPG,57
CEBPZ,85
CELF1,210
CELF2,217
CEMIP2,244
CENPA,65
CENPB,228
CENPBD1,62
CENPC,99
CENPE,118
CENPF,184
CENPH,172
CENPI,31
CENPJ,154
CENPK,73
CENPL,193
CENPM,58
CENPN,223
CENPO,197
CENPP,116
CENPQ,170
CENPS,111
CENPT,92
CENPV,296
CENPW,92
CEP19,157
CEP44,202
CEP55,54
CEP57,107
CEP57L1,244
CEP63,60
CEP68,128
CEP70,314
CEP72,114
CEP76,261
CEP78,71
CEP85,274
CEP85L,261
CEP89,212
CEP95,127
CEP97,332
CEP104,231
CEP120,218
CEP135,52
CEP152,289
CEP164,195
CEP170,165
CEP192,129
CEP250,174
CEP290,151
CEP350,115
CEPT1,150
CERCAM,404
CERK,209
CERS2,162
CERS4,309
CERS5,47
CERS6,262
CERT1,126
CES2,158
CETN2,208
CETN3,121
CFAP298,164
CFAP410,319
CFD,125
CFDP1,292
CFH,21
CFL1,23
CFL2,127
CFLAR,265
CGGBP1,296
CHAC1,205
CHAC2,175
CHAF1A,35
CHAF1B,86
CHAMP1,212
CHCHD1,169
CHCHD2,163
CHCHD3,85
CHCHD4,138
CHCHD5,271
CHCHD6,195
CHCHD7,189
CHCHD10,320
CHD1,74
CHD1L,188
CHD2,337
CHD3,174
CHD4,89
CHD6,185
CHD7,310
CHD8,237
CHD9,185
CHDH,165
CHEK1,199
CHEK2,94
CHERP,116
CHFR,90
CHI3L2,310
CHIC2,67
CHID1,195
CHKA,277
CHKB,197
CHM,207
CHML,15
CHMP1A,151
CHMP1B,134
CHMP2A,75
CHMP2B,258
CHMP3,51
CHMP4A,250
CHMP4B,224
CHMP5,213
CHMP6,207
CHMP7,459
CHORDC1,552
CHP1,157
CHPF,798
CHPF2,278
CHPT1,209
CHRAC1,126
CHRNA5,272
CHRNB1,117
CHST2,166
CHST10,213
CHST11,210
CHST12,210
CHSY1,207
CHTF8,55
CHTF18,235
CHTOP,271
CHUK,181
CHURC1,304
CIAO1,621
CIAO2A,130
CIAO2B,298
CIAO3,142
CIAPIN1,211
CIB1,100
CIB2,111
CIC,136
CINP,102
CIP2A,68
CIR1,137
CIRBP,178
CISD1,195
CISD2,260
CISD3,178
CISH,222
CIT,42
CITED1,166
CITED2,333
CIZ1,262
CKAP2,194
CKAP2L,163
CKAP5,411
CKB,136
CKLF,185
CKS2,219
CLASP1,70
CLASP2,408
CLASRP,235
CLCA1,109
CLCC1,131
CLCN2,175
CLCN3,236
CLCN6,236
CLCN7,203
CLDN6,101
CLDN7,132
CLDN15,235
CLDND1,243
CLEC2B,57
CLEC2D,58
CLEC2L,47
CLEC11A,220
CLEC16A,235
CLHC1,47
CLIC1,119
CLIC2,140
CLIC4,221
CLINT1,373
CLIP1,80
CLK1,227
CLK2,248
CLK3,360
CLK4,284
CLN3,237
CLN5,264
CLN6,231
CLN8,196
CLNS1A,51
CLOCK,188
CLP1,99
CLPB,229
CLPP,107
CLPTM1,234
CLPTM1L,251
CLPX,150
CLSPN,105
CLSTN1,172
CLSTN3,339
CLTA,235
CLTB,264
CLTC,174
CLU,398
CLUAP1,103
CLUH,244
CMAS,85
CMBL,210
CMC1,236
CMC2,200
CMC4,280
CMIP,58
CMPK1,518
CMPK2,247
CMSS1,224
CMTM3,240
CMTM4,178
CMTM6,245
CMTM7,147
CMTR1,303
CMTR2,140
CNBD2,134
CNBP,191
CNDP2,337
CNEP1R1,190
CNIH1,87
CNIH4,79
CNN1,432
CNN2,496
CNNM3,357
CNOT1,146
CNOT2,111
CNOT3,232
CNOT4,70
CNOT6,238
CNOT6L,106
CNOT7,165
CNOT8,243
CNOT9,231
CNOT10,271
CNOT11,199
CNP,165
CNPPD1,352
CNPY2,154
CNPY3,312
CNST,249
CNTRL,346
CNTROB,336
COA1,63
COA3,86
COA4,176
COA5,406
COA6,57
COA8,350
COASY,457
COBL,561
COCH,225
COG1,66
COG2,285
COG3,37
COG4,202
COG5,133
COG6,300
COG7,94
COG8,70
COIL,148
COL2A1,121
COL18A1,275
COLEC11,400
COLGALT1,190
COLGALT2,269
COMMD1,241
COMMD2,165
COMMD3,350
COMMD4,201
COMMD5,319
COMMD6,419
COMMD7,259
COMMD8,157
COMMD9,219
COMMD10,205
COMT,67
COMTD1,197
COP1,72
COPA,167
COPB1,64
COPB2,114
COPE,167
COPG1,612
COPG2,274
COPRS,285
COPS2,67
COPS3,97
COPS4,243
COPS5,142
COPS6,203
COPS7A,148
COPS7B,139
COPS8,366
COPS9,104
COPZ1,304
COQ2,148
COQ3,22
COQ4,335
COQ5,351
COQ6,138
COQ7,164
COQ8A,687
COQ8B,241
COQ9,301
COQ10A,83
COQ10B,160
CORO1A,110
CORO1B,462
CORO1C,164
CORO2A,187
CORO7,345
COTL1,131
COX4I1,145
COX5A,124
COX5B,249
COX6A1,187
COX6B1,308
COX6C,174
COX7A2,151
COX7A2L,227
COX7B,168
COX7C,225
COX8A,239
COX10,176
COX11,150
COX14,76
COX15,162
COX16,56
COX17,288
COX18,187
COX19,17
COX20,382
CPAMD8,474
CPD,91
CPEB1,183
CPEB4,196
CPED1,119
CPNE1,123
CPNE2,303
CPNE3,219
CPNE7,237
CPNE8,141
CPOX,218
CPPED1,119
CPQ,252
CPSF1,49
CPSF2,28
CPSF3,451
CPSF4,78
CPSF6,89
CPSF7,211
CPT1A,192
CPT1C,235
CPT2,96
CPVL,137
CPXCR1,189
CPXM1,88
CR1L,105
CRADD,102
CRAT,182
CRBN,178
CRCP,319
CREB1,198
CREB3,125
CREB3L1,145
CREB3L2,203
CREB3L3,43
CREB3L4,218
CREB5,365
CREBBP,147
CREBL2,322
CREBZF,275
CREG1,277
CRELD1,258
CRELD2,142
CREM,100
CRIM1,27
CRIPT,168
CRK,442
CRKL,276
CRLF3,89
CRLS1,210
CRNKL1,194
CRTAP,100
CRTC2,250
CRTC3,188
CRX,255
CRY1,330
CRY2,305
CRYAB,336
CRYBG1,208
CRYM,73
CRYZ,153
CRYZL1,161
CS,495
CSAD,128
CSAG1,106
CSDE1,124
CSE1L,139
CSH2,452
CSK,150
CSKMT,257
CSMD1,207
CSNK1A1,256
CSNK1D,324
CSNK1E,231
CSNK1G1,252
CSNK1G2,270
CSNK1G3,265
CSNK2A1,153
CSNK2A2,257
CSNK2B,215
CSPP1,180
CSRNP1,216
CSRNP2,185
CSRNP3,139
CSRP1,122
CST3,195
CSTB,258
CSTF1,93
CSTF2,167
CSTF2T,160
CSTF3,109
CT45A5,350
CTAG2,271
CTBP1,218
CTBP2,260
CTBS,158
CTCF,109
CTCFL,367
CTDNEP1,115
CTDP1,117
CTDSP1,115
CTDSP2,100
CTDSPL,277
CTDSPL2,210
CTH,52
CTNNA1,42
CTNNAL1,201
CTNNB1,39
CTNNBIP1,290
CTNNBL1,79
CTNND1,97
CTPS1,17
CTPS2,206
CTR9,95
CTSA,264
CTSB,215
CTSC,306
CTSD,187
CTSF,141
CTSH,155
CTSL,258
CTSS,54
CTSV,231
CTSZ,104
CTTN,146
CTU1,177
CTU2,295
CTXN1,84
CUEDC2,136
