context,gene,mean_log2_cpm,log2fc_vs_rest,min_pairwise_log2fc,cell_fraction,construct_consistency,pvalue,fdr
A,PINLYP,7.413541081249387,7.1182410994732885,7.0290693230124806,0.9078804347823122,1.0,1.992899984547266e-167,3.887833201433103e-165
A,CD1B,7.02544645165277,7.023611736609232,7.021777021565695,0.774456521738896,1.0,2.1220696449417056e-83,1.8880612928326753e-82
A,WAS,7.543688381873653,7.1012514998525065,6.9956553455185215,0.9178804347823075,1.0,2.538201806505489e-146,2.0814377911489482e-144
A,P2RY8,7.027680116053411,7.008301791182277,6.99260659471043,0.7971195652171463,1.0,1.475261057996514e-142,1.0395822504885701e-140
A,RASGRP1,8.285737770923058,7.465314953828878,6.986139202217521,0.9621739130431565,1.0,1.2276458728846497e-106,2.191903753581042e-105
A,GABRB3,6.980733453929609,6.980733453929609,6.980733453929609,0.8386956521736487,1.0,4.9613450329061205e-96,6.376463765246125e-95
A,AFF2,7.135060026745836,7.045908003749462,6.966779342077769,0.816304347825833,1.0,8.553820690768013e-208,6.341118354480143e-205
A,ITGAL,7.0419597753379,6.987643865337746,6.940312674429316,0.8355434782606067,1.0,2.748914692239002e-203,1.8194869996880507e-200
A,CD79A,7.2931695215347805,6.936301757127092,6.930660077835779,0.7389673913041299,1.0,2.7846633284931576e-177,7.372595066709099e-175
A,LRMP,7.072247051672971,6.993338295323983,6.918067056631244,0.8217934782606131,1.0,2.087298741285397e-208,1.611829482176761e-205
A,ELMO1,8.57187478247033,7.3738709942259275,6.837785595473555,0.9597282608692446,1.0,1.0108226126829424e-103,1.626178427157376e-102
A,LAIR1,6.811197915581127,6.811197915581127,6.811197915581127,0.7555978260867309,1.0,1.5732717310926692e-94,1.9220464727976555e-93
A,TSHR,6.858246015284682,6.820445894096292,6.786152175233638,0.8083152173910542,1.0,3.102475115422306e-154,3.616237189567396e-152
A,TBC1D10C,7.00889417339478,6.885342382698935,6.7766395553876935,0.8111413043475746,1.0,4.204549860785584e-183,1.391480760177486e-180
A,MYB,9.53835445818708,7.09529506058086,6.7729637656636,0.995706521738793,1.0,4.868989952208685e-121,1.45543533523038e-119
A,ACAP1,8.122397044849121,6.7707032331515125,6.709730368140227,0.9564130434779418,1.0,6.339428005525535e-141,4.16626309313492e-139
A,TRAC,8.612114628020437,7.623312828093031,6.674459544476828,0.9060326086953565,1.0,9.386698074515678e-86,8.880228454058144e-85
A,LAPTM5,7.623852631293971,7.131771243985128,6.65806084482422,0.9251086956518694,1.0,8.44403527849233e-109,1.6318384339551443e-107
A,CD53,7.189060378439804,6.9177785345289955,6.646496690618187,0.8702173913040688,1.0,2.906389674727203e-131,1.3042159767970762e-129
A,ICAM2,7.788396060220103,7.15164325484211,6.5861828647752745,0.9221195652170882,1.0,9.391584555559324e-102,1.434907144008087e-100
A,ALOX5AP,7.000792210578789,6.721163627519513,6.583513082329209,0.8233695652171341,1.0,7.062305697573368e-154,8.129547297709766e-152
A,BEND5,6.655128906920497,6.589228477721676,6.5233280485228535,0.6849456521737203,1.0,2.6671519933204428e-151,2.792673892215128e-149
A,ARHGEF6,8.72189904835844,7.593633984158698,6.483922206767458,0.9747826086953245,1.0,3.4485356143065733e-78,2.667433661934212e-77
A,CD1D,6.902235408604118,6.68030700488277,6.482368511514304,0.7827173913041096,1.0,1.4058451181997248e-165,2.554365448587794e-163
A,TESPA1,6.463768313436202,6.46196438215306,6.460160450869918,0.7304891304345686,1.0,1.2928649713238932e-92,1.495672067012841e-91
A,CDH4,6.473731873956094,6.454706604998803,6.453430893684369,0.6920652173911083,1.0,9.543537950657921e-124,3.102989277886724e-122
A,SELPLG,7.013476058667776,6.539272380982609,6.446304353183939,0.8373913043475624,1.0,6.381502996852214e-151,6.534165471859783e-149
A,CD48,6.438711534772106,6.4316189718058245,6.424526408839543,0.6882608695650231,1.0,5.332261612050336e-102,8.255873388147776e-101
A,USP44,6.445823631169064,6.428404191666816,6.418011117839216,0.7058695652171888,1.0,1.719937811438212e-137,1.0087217550438096e-135
A,LCP2,6.420202920822608,6.418439602067484,6.416676283312361,0.7013043478258866,1.0,5.131220819016163e-93,5.996022411023112e-92
A,FERMT3,7.44647232280884,6.56464108179839,6.382643010325523,0.883532608695367,1.0,2.0722847577648658e-129,8.515665945821787e-128
A,MAP4K1,7.370671423706754,6.56306225612841,6.381351170861206,0.8984239130431861,1.0,2.0246078837635658e-135,1.0751305991343887e-133
A,SLA2,6.519278484751687,6.434130205400455,6.371716383013117,0.7307065217389164,1.0,4.9465386492970454e-201,3.0558066929140715e-198
A,ITGB2,7.163107444497791,6.709026703556086,6.3375840749209384,0.8751630434779796,1.0,3.589739153298701e-116,9.002521749402548e-115
A,LEF1,9.908949993093,8.107398356717297,6.320561125734187,0.9976630434779226,1.0,1.7823555064190531e-62,9.175665166795642e-62
A,SLAMF6,6.317545951297443,6.315680485894503,6.313815020491562,0.6834239130432862,1.0,2.6938934829640514e-95,3.3779382895651396e-94
A,RAB37,6.512522575980288,6.387590882285688,6.3107891114346755,0.6716304347824221,1.0,6.645814992620599e-187,2.513609984861991e-184
A,ADA2,6.914042765066825,6.600754554180967,6.291114487625038,0.8027717391301872,1.0,2.4969765843987104e-125,8.682263984739455e-124
A,DIPK1B,6.779435743863869,6.5162999126134,6.277339313190941,0.8046739130432298,1.0,2.5934899486717685e-137,1.511482679834399e-135
A,NKD2,7.660551099017323,6.437281708669716,6.267665404558397,0.8752173913040665,1.0,3.1896347394895858e-121,9.611951321456991e-120
A,ATRNL1,6.4406020402477875,6.283825326055979,6.246044599147123,0.6727173913041608,1.0,2.425302457504342e-192,1.0701935820220945e-189
A,PIK3CG,6.259405736076531,6.247170902733702,6.234936069390872,0.670978260869379,1.0,1.3668654020486853e-104,2.2577643935978867e-103
A,KCNH2,6.274252603459755,6.228056852428047,6.218663924354773,0.675706521738942,1.0,1.0643880063683582e-159,1.5781042337619827e-157
A,PTCRA,6.204672749868564,6.20291704340361,6.2011613369386565,0.41858695652167033,1.0,8.792670472548416e-71,5.594046064803975e-70
A,CD7,7.965465311564389,6.603250143527985,6.196016274184229,0.9320108695649096,1.0,9.25647334148542e-111,1.923208749302122e-109
A,RAG2,6.197631826330285,6.192049197982232,6.186466569634178,0.5611956521737779,1.0,7.1934833397284155e-84,6.465413517710317e-83
A,GIMAP7,6.186369894072427,6.186369894072427,6.186369894072427,0.5734782608694243,1.0,7.638804932707804e-80,6.171315249253433e-79
A,PARVG,6.246747145255822,6.179568626012018,6.1707581946135655,0.7092934782606655,1.0,2.9636194955267497e-206,2.0342503744665648e-203
A,TSPYL5,6.122287293206218,6.120481382635093,6.118675472063969,0.7132065217389245,1.0,6.230233666061734e-95,7.738935692568507e-94
A,MOCS1,6.159389080162687,6.136760290979992,6.114131501797297,0.661413043478079,1.0,1.885633705744143e-99,2.7006529728405105e-98
A,GIMAP4,6.099286909627727,6.097458529064006,6.095630148500287,0.4530434782607847,1.0,1.369168273344509e-72,9.140776516532344e-72
A,IL32,9.279496872161252,6.8508514844879596,6.0801524979902934,0.9635326086953298,1.0,1.8120737509447637e-86,1.7493671370209547e-85
A,APBA2,6.139731436992469,6.106723618553716,6.0775534970675835,0.6479347826085201,1.0,2.8118824373465287e-157,3.7762766095176245e-155
A,GIMAP5,6.074265362739359,6.068978448412611,6.063691534085861,0.5597282608694307,1.0,1.4839237137970085e-85,1.3988585039572716e-84
A,ADAMTS17,6.374224267855304,6.201526770803279,6.050618915605472,0.6362499999998299,1.0,2.7446943760370338e-177,7.372089981318022e-175
A,RAG1,7.5330621898410435,6.747169898397674,6.0476702194479675,0.4242934782607981,1.0,3.3717583082810466e-106,5.889613263654349e-105
A,IL9R,6.032152857995925,6.03038919678382,6.028625535571714,0.6277717391302686,1.0,1.977633839914168e-88,2.0249440859187446e-87
A,NKX3-1,7.119393134108299,6.148401955773553,6.0264796413975095,0.7353804347823925,1.0,6.26468857504193e-145,4.797664188481491e-143
A,ARHGAP30,7.533252735591687,6.745533005963724,6.001200662623058,0.9115760869562235,1.0,5.7029999983108454e-89,5.947872761322166e-88
A,ARHGAP9,6.019562528508618,5.9872679095472146,5.982625689922769,0.6462499999998252,1.0,1.0002896309444158e-155,1.2785081193305418e-153
A,PTPN22,6.270267254452523,6.107568327903941,5.982037076229031,0.703315217391103,1.0,1.7087664714811508e-158,2.474106954371888e-156
A,CA8,5.972309307244991,5.965032318800093,5.961229482108101,0.5977717391302826,1.0,7.552825716385776e-96,9.660215252020538e-95
A,CHRNA3,7.078991721187413,6.5172597055046655,5.959175834151846,0.7835326086954135,1.0,6.355471552852354e-102,9.799164250333832e-101
A,LSAMP,5.9608991712255435,5.9572322741905985,5.953565377155654,0.583967391304202,1.0,5.117616631147977e-87,5.036897983274851e-86
A,NRROS,6.0205334041592735,5.96461432988827,5.912403833848439,0.6439130434780872,1.0,7.080751160325717e-200,4.2331471372360166e-197
A,RUBCNL,5.914742385112669,5.911236621082978,5.907730857053287,0.5722826086955118,1.0,2.2552541063868187e-80,1.8559779908377846e-79
A,ARHGDIB,11.769053455012033,7.828673412940176,5.905714005683329,0.9999999999996606,1.0,2.8618630873880583e-58,1.3403818195239544e-57
A,DOCK2,7.944979174888219,6.9066578675553725,5.868336560222527,0.950706521738814,1.0,9.048919714335228e-77,6.751353827124588e-76
A,ARHGAP4,7.19860549758167,6.37481742841105,5.858606467622508,0.8630434782605939,1.0,4.2838628632060474e-101,6.392337394830731e-100
A,PDE6B,5.981743211366209,5.883433682417879,5.853598567248023,0.6310326086954845,1.0,1.061061720795105e-192,5.042219710639919e-190
A,CD4,6.063386125111315,5.91209879366978,5.839576525981817,0.5281521739129237,1.0,7.650960273826936e-160,1.1528068841856473e-157
A,SMIM24,6.32384054332215,6.026145929394514,5.817789575599655,0.6978804347824099,1.0,1.953538145136739e-150,1.9465012066569455e-148
A,LAT,7.684957831785863,6.23360346460672,5.816459422070394,0.9152717391301348,1.0,7.838327422971127e-107,1.4117368525745762e-105
A,SIX6,5.80392618890192,5.80392618890192,5.80392618890192,0.5584239130433444,1.0,4.428374253002416e-84,4.007375978070985e-83
A,DTX1,5.807485972538451,5.800275529267846,5.800196987785828,0.4816847826085975,1.0,6.924969471271943e-78,5.312105099796478e-77
A,KLHL6,6.513882512893254,6.153436504506697,5.796799507257421,0.7494021739128207,1.0,3.1636036702826815e-119,8.829979942974237e-118
A,GRK3,9.618373829440554,6.29060310541695,5.785966926901331,0.9964673913040101,1.0,9.78081304649316e-102,1.4919161167955368e-100
A,CYFIP2,7.9339924007575044,6.420987154011367,5.769154123375545,0.9469565217388157,1.0,8.159172090650877e-89,8.466625775813701e-88
A,DENND1C,5.94235913517656,5.838123201192603,5.762328314810156,0.646467391304173,1.0,3.7134112245958635e-195,1.811069742774609e-192
A,NLRC3,5.886452501170914,5.819035759735869,5.751619018300825,0.5997282608694121,1.0,3.9156793227024167e-165,6.977815854581143e-163
A,ITPRIPL1,5.719729276567906,5.7159830242601695,5.7122367719524325,0.5984782608694127,1.0,2.383143937814131e-92,2.7381777185064654e-91
A,SARDH,5.973733042750183,5.758779252910977,5.702935540724263,0.6186413043476642,1.0,2.55966626595049e-186,9.487658981372086e-184
A,CD84,5.701517108139642,5.6997601912617615,5.69800327438388,0.5470108695650888,1.0,2.060032414264991e-86,1.9853656127703107e-85
A,TESC,6.741079139063332,6.216289187825563,5.695057281163168,0.8032065217388826,1.0,7.406044231078232e-99,1.0406081708458899e-97
A,JAKMIP1,5.710851596772964,5.701629101126534,5.692406605480104,0.6007065217389769,1.0,4.0519818187865024e-104,6.593097370287117e-103
A,CARMIL2,7.764090611347166,6.579214204544945,5.680700196963301,0.9373369565214289,1.0,5.745221516468825e-80,4.6659154410480597e-79
A,BEND4,5.679112633567549,5.677326479581062,5.675540325594575,0.5991304347824559,1.0,4.815924471193421e-89,5.028367787302967e-88
A,LY9,5.6598416449967095,5.649467100813807,5.639092556630903,0.5063586956520643,1.0,5.060373003681226e-93,5.916964850298054e-92
A,ATP2A3,8.729636805735877,6.897448715832667,5.6300031145246585,0.9815760869561909,1.0,4.2449155719939897e-69,2.5768431148301546e-68
A,SBK1,6.927457346729344,6.09605767557444,5.625203935879053,0.7860326086954124,1.0,2.4497815899199975e-103,3.910577278724144e-102
A,EPHB6,6.214721484837553,5.745029166604232,5.619253814222749,0.6846739130432856,1.0,3.738215421165237e-133,1.813621633519773e-131
A,YPEL1,5.825453064125422,5.684739929155959,5.608940731436244,0.6233152173911403,1.0,1.4036688032599885e-185,4.908338477512711e-183
A,GPSM3,6.722448265406389,5.84692396779951,5.598353940809304,0.8034239130432304,1.0,4.2019116991151984e-119,1.1675266794558017e-117
A,SKAP1,5.8669883659980675,5.712217927584772,5.588863715832641,0.6129891304346233,1.0,2.6559356755005317e-177,7.238596452066376e-175
A,CRACR2A,6.293297748563018,5.919003763005482,5.580868022551136,0.708043478260666,1.0,5.397167659771386e-118,1.424867638725685e-116
A,GAS7,7.0752567707211025,5.998412779204833,5.534812537199923,0.8355434782606067,1.0,1.2359476069561375e-100,1.822260700057128e-99
A,BLK,5.5262024169123185,5.5262024169123185,5.5262024169123185,0.5314673913042265,1.0,2.0535681925528602e-81,1.73309559711212e-80
A,CEBPE,5.527856085027933,5.522526252013608,5.5171964189992835,0.33978260869562005,1.0,2.635818218521782e-63,1.3861980432424572e-62
A,ATP8A2,5.558024627069706,5.529746410899953,5.516464290782234,0.5773913043476834,1.0,1.881572651752264e-112,4.073736676977186e-111
A,CD69,5.517327743438612,5.506802564174996,5.500028005471611,0.41934782608688737,1.0,8.330478789878676e-83,7.289365600227645e-82
A,OGN,5.508381810991321,5.50122939773038,5.497714581530649,0.48559782608685653,1.0,1.080107496647575e-88,1.1170553702773161e-87
A,CLEC11A,5.880820658620195,5.682670507120214,5.4845203556202335,0.5824999999998549,1.0,2.51579911968333e-153,2.7919344362330036e-151
A,BEX4,5.565327096619529,5.514066518241729,5.462805939863929,0.5435869565216122,1.0,2.2130801116895748e-192,1.0003661880473874e-189
A,FLT1,5.601122009872307,5.5255504828839745,5.449978955895642,0.5266847826085765,1.0,4.1088340243593665e-170,9.174580840174956e-168
A,FYB1,9.612828164993712,7.507605185107108,5.431451066628294,0.9964673913040101,1.0,4.8960872912555744e-54,2.0965615935498973e-53
A,ENPP4,5.515611082796087,5.461732858952837,5.411334745477418,0.5619565217389949,1.0,1.9348388324734114e-158,2.7583360063253643e-156
A,RASAL3,5.443732076033018,5.417274991972262,5.408252537216861,0.48391304347816166,1.0,2.49763460765536e-108,4.737836456875823e-107
A,RAB39B,5.461338192146142,5.408846405001689,5.39366274385605,0.5195108695651016,1.0,1.6440742590588453e-190,6.924915509803995e-188
A,RFX8,5.467896792301626,5.419323425341153,5.378149874821918,0.42543478260862366,1.0,4.225587338079557e-93,4.9502408430232894e-92
A,CELF2,8.539364800884186,6.679696694760894,5.3464267632584805,0.9766847826083671,1.0,9.841619257593828e-66,5.505424983428506e-65
A,C9,5.38343569428293,5.355568778377022,5.327701862471114,0.36782608695647656,1.0,7.651846385423095e-108,1.4209586078261145e-106
A,GUCY1B1,5.3312598624876495,5.305647558869641,5.291082211582112,0.4209782608694953,1.0,3.812436752058225e-106,6.653097017504245e-105
A,BIN2,5.3038779099826545,5.2917958098225055,5.279713709662356,0.4881521739129423,1.0,1.437346724743547e-87,1.4422494233715297e-86
A,GSPT2,5.281579060429505,5.279724290000951,5.2778695195723975,0.5013586956520666,1.0,1.001883346467069e-83,8.970001961388497e-83
A,BEX5,5.278485447881811,5.250083679069742,5.2363954206828005,0.46826086956512547,1.0,1.8149717581603734e-123,5.829613794451681e-122
A,CST7,5.237786073136985,5.2359620009720205,5.234137928807057,0.39304347826081265,1.0,2.441586631232705e-72,1.619539192435065e-71
A,KIRREL2,5.217583723737668,5.215856689868346,5.214129655999023,0.4842934782607702,1.0,1.2848322873843912e-83,1.1470036985594858e-82
A,GIMAP1,5.3046466935083005,5.255437537749552,5.206228381990804,0.452826086956437,1.0,2.8596811105702192e-117,7.402020952820933e-116
A,WDR17,5.305836091017108,5.250865639765649,5.199375298882019,0.4930434782607661,1.0,5.6121619866128174e-167,1.0506080615949024e-164
A,CD52,5.2607357825470755,5.2277183767633035,5.1947009709795315,0.455217391304262,1.0,2.8999169311145236e-142,2.0280815277111495e-140
A,RIMKLA,5.499844931972294,5.343606326156301,5.190852775626113,0.5402173913042224,1.0,3.4995699141303466e-170,7.909454782753379e-168
A,ILDR2,5.207522301401893,5.196569310402774,5.185616319403654,0.46489130434773573,1.0,1.221959236187957e-93,1.4535667858967526e-92
A,FBLN2,6.958646399028356,5.945395288071404,5.18287786135602,0.8151630434780075,1.0,1.4547587821668847e-82,1.2663712780600693e-81
A,ADCYAP1,5.182125250339375,5.182125250339375,5.182125250339375,0.37038043478256233,1.0,4.749684598717767e-69,2.879486577299194e-68
A,TM6SF1,5.459347374424363,5.306963109866681,5.179701639021857,0.4754891304346873,1.0,4.3189456339183475e-171,9.881854251038115e-169
A,KIF21B,6.75140349980913,5.8244642743464725,5.177895701845548,0.7416304347823895,1.0,1.3196365702713196e-91,1.4822317913235374e-90
A,PCDH9,5.274515291054272,5.216621505373829,5.176892339849575,0.4344021739129673,1.0,2.0502348370121024e-75,1.4790580861948343e-74
A,ZNF518B,6.337541191653685,5.749215242815728,5.160889293977771,0.7406521739128248,1.0,9.88979337456805e-92,1.1169259025647146e-90
A,SEPTIN1,8.860489166747712,5.312138972333221,5.147314920411393,0.9842391304344505,1.0,9.136330017469977e-134,4.5517097906927714e-132
A,TENT5C,7.396233048533474,6.212766078898493,5.08750345998487,0.8470652173910361,1.0,3.5418182934610004e-70,2.213845478337697e-69
A,FGD5,5.0855428960487545,5.081970982078879,5.081912901864764,0.3912499999999439,1.0,6.3582201539383396e-74,4.403471379407296e-73
A,DOK2,5.055263922287017,5.03258606709777,5.0210831647716505,0.4067391304347193,1.0,5.6319046351048254e-83,4.9490795923374935e-82
A,ZNF521,5.314139698387722,5.164827885239759,5.019042544865374,0.43809782608687864,1.0,4.80687954917047e-160,7.302122843014452e-158
A,SIRPG,5.001213815788755,5.001213815788755,5.001213815788755,0.3929891304347257,1.0,1.6952753188183017e-71,1.0989345045001605e-70
A,GIMAP6,5.000301956806751,4.9984261207510965,4.9965502846954415,0.41010869565210906,1.0,7.184604821641882e-84,6.460566771445367e-83
